protein_ID,ASCA_PC1_loadings,ASCA_PC2_loadings,ASCA_PC_threshold_pass,ClusterColor,SimpleClusterColor,UniprotID,Protein_names,Protein_fams,Gene_names,GO_terms,GO_bp_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_ABCA1.1.3.m.6501,0.00161881645415383,0.00514825969474245,No,NA,NA,P41233,NA,NA,NA,cell surface [GO:0009986]; endocytic vesicle [GO:0030139]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; anion transmembrane transporter activity [GO:0008509]; apolipoprotein A-I binding [GO:0034186]; apolipoprotein A-I receptor activity [GO:0034188]; apolipoprotein binding [GO:0034185]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase activity; coupled to transmembrane movement of substances [GO:0042626]; ATPase binding [GO:0051117]; cholesterol transporter activity [GO:0017127]; high-density lipoprotein particle binding [GO:0008035]; lipid transporter activity [GO:0005319]; phosphatidylcholine-translocating ATPase activity [GO:0090554]; phosphatidylserine-translocating ATPase activity [GO:0090556]; phospholipid transporter activity [GO:0005548]; signaling receptor binding [GO:0005102]; small GTPase binding [GO:0031267]; syntaxin binding [GO:0019905]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cellular response to cholesterol [GO:0071397]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cellular response to retinoic acid [GO:0071300]; cholesterol efflux [GO:0033344]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; cholesterol transport [GO:0030301]; endosomal transport [GO:0016197]; G protein-coupled receptor signaling pathway [GO:0007186]; high-density lipoprotein particle assembly [GO:0034380]; interleukin-1 beta secretion [GO:0050702]; intracellular cholesterol transport [GO:0032367]; lipid transport [GO:0006869]; lipoprotein biosynthetic process [GO:0042158]; lipoprotein metabolic process [GO:0042157]; lysosome organization [GO:0007040]; peptide secretion [GO:0002790]; phagocytosis; engulfment [GO:0006911]; phospholipid efflux [GO:0033700]; phospholipid homeostasis [GO:0055091]; phospholipid translocation [GO:0045332]; phospholipid transport [GO:0015914]; platelet dense granule organization [GO:0060155]; positive regulation of cholesterol efflux [GO:0010875]; protein lipidation [GO:0006497]; regulation of Cdc42 protein signal transduction [GO:0032489]; response to drug [GO:0042493]; response to laminar fluid shear stress [GO:0034616]; response to nutrient [GO:0007584]; reverse cholesterol transport [GO:0043691],NA,NA,NA
CHOYP_ABCA1.3.3.m.56453,-0.00118694634821801,0.00585481233975445,No,NA,NA,P41233,NA,NA,NA,cell surface [GO:0009986]; endocytic vesicle [GO:0030139]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; anion transmembrane transporter activity [GO:0008509]; apolipoprotein A-I binding [GO:0034186]; apolipoprotein A-I receptor activity [GO:0034188]; apolipoprotein binding [GO:0034185]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase activity; coupled to transmembrane movement of substances [GO:0042626]; ATPase binding [GO:0051117]; cholesterol transporter activity [GO:0017127]; high-density lipoprotein particle binding [GO:0008035]; lipid transporter activity [GO:0005319]; phosphatidylcholine-translocating ATPase activity [GO:0090554]; phosphatidylserine-translocating ATPase activity [GO:0090556]; phospholipid transporter activity [GO:0005548]; signaling receptor binding [GO:0005102]; small GTPase binding [GO:0031267]; syntaxin binding [GO:0019905]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cellular response to cholesterol [GO:0071397]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cellular response to retinoic acid [GO:0071300]; cholesterol efflux [GO:0033344]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; cholesterol transport [GO:0030301]; endosomal transport [GO:0016197]; G protein-coupled receptor signaling pathway [GO:0007186]; high-density lipoprotein particle assembly [GO:0034380]; interleukin-1 beta secretion [GO:0050702]; intracellular cholesterol transport [GO:0032367]; lipid transport [GO:0006869]; lipoprotein biosynthetic process [GO:0042158]; lipoprotein metabolic process [GO:0042157]; lysosome organization [GO:0007040]; peptide secretion [GO:0002790]; phagocytosis; engulfment [GO:0006911]; phospholipid efflux [GO:0033700]; phospholipid homeostasis [GO:0055091]; phospholipid translocation [GO:0045332]; phospholipid transport [GO:0015914]; platelet dense granule organization [GO:0060155]; positive regulation of cholesterol efflux [GO:0010875]; protein lipidation [GO:0006497]; regulation of Cdc42 protein signal transduction [GO:0032489]; response to drug [GO:0042493]; response to laminar fluid shear stress [GO:0034616]; response to nutrient [GO:0007584]; reverse cholesterol transport [GO:0043691],NA,NA,NA
CHOYP_ABCA3.2.6.m.4295,-0.00497205131052454,-0.00316420118058252,No,NA,NA,Q99758,NA,NA,NA,alveolar lamellar body [GO:0097208]; alveolar lamellar body membrane [GO:0097233]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; lamellar body membrane [GO:0097232]; membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity; coupled to transmembrane movement of substances [GO:0042626]; lipid transporter activity [GO:0005319]; transporter activity [GO:0005215]; cellular protein metabolic process [GO:0044267]; lipid transport [GO:0006869]; response to drug [GO:0042493]; response to glucocorticoid [GO:0051384]; transmembrane transport [GO:0055085],NA,NA,NA
CHOYP_ABCA3.5.6.m.54787,-0.00499280332890863,0.00221152674674769,No,NA,NA,Q99758,NA,NA,NA,alveolar lamellar body [GO:0097208]; alveolar lamellar body membrane [GO:0097233]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; lamellar body membrane [GO:0097232]; membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity; coupled to transmembrane movement of substances [GO:0042626]; lipid transporter activity [GO:0005319]; transporter activity [GO:0005215]; cellular protein metabolic process [GO:0044267]; lipid transport [GO:0006869]; response to drug [GO:0042493]; response to glucocorticoid [GO:0051384]; transmembrane transport [GO:0055085],NA,NA,NA
CHOYP_ABCA4.1.1.m.31461,0.000589916328318014,0.00151854291324805,No,NA,NA,P41233,NA,NA,NA,cell surface [GO:0009986]; endocytic vesicle [GO:0030139]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; anion transmembrane transporter activity [GO:0008509]; apolipoprotein A-I binding [GO:0034186]; apolipoprotein A-I receptor activity [GO:0034188]; apolipoprotein binding [GO:0034185]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase activity; coupled to transmembrane movement of substances [GO:0042626]; ATPase binding [GO:0051117]; cholesterol transporter activity [GO:0017127]; high-density lipoprotein particle binding [GO:0008035]; lipid transporter activity [GO:0005319]; phosphatidylcholine-translocating ATPase activity [GO:0090554]; phosphatidylserine-translocating ATPase activity [GO:0090556]; phospholipid transporter activity [GO:0005548]; signaling receptor binding [GO:0005102]; small GTPase binding [GO:0031267]; syntaxin binding [GO:0019905]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cellular response to cholesterol [GO:0071397]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cellular response to retinoic acid [GO:0071300]; cholesterol efflux [GO:0033344]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; cholesterol transport [GO:0030301]; endosomal transport [GO:0016197]; G protein-coupled receptor signaling pathway [GO:0007186]; high-density lipoprotein particle assembly [GO:0034380]; interleukin-1 beta secretion [GO:0050702]; intracellular cholesterol transport [GO:0032367]; lipid transport [GO:0006869]; lipoprotein biosynthetic process [GO:0042158]; lipoprotein metabolic process [GO:0042157]; lysosome organization [GO:0007040]; peptide secretion [GO:0002790]; phagocytosis; engulfment [GO:0006911]; phospholipid efflux [GO:0033700]; phospholipid homeostasis [GO:0055091]; phospholipid translocation [GO:0045332]; phospholipid transport [GO:0015914]; platelet dense granule organization [GO:0060155]; positive regulation of cholesterol efflux [GO:0010875]; protein lipidation [GO:0006497]; regulation of Cdc42 protein signal transduction [GO:0032489]; response to drug [GO:0042493]; response to laminar fluid shear stress [GO:0034616]; response to nutrient [GO:0007584]; reverse cholesterol transport [GO:0043691],NA,NA,NA
CHOYP_ABCB6.2.3.m.11344,0.00155602708577343,-0.0021649447007545,No,NA,NA,O94760,NA,NA,NA,cytosol [GO:0005829]; extracellular exosome [GO:0070062]; amino acid binding [GO:0016597]; catalytic activity [GO:0003824]; dimethylargininase activity [GO:0016403]; metal ion binding [GO:0046872]; arginine catabolic process [GO:0006527]; arginine metabolic process [GO:0006525]; citrulline metabolic process [GO:0000052]; negative regulation of cell proliferation [GO:0008285]; negative regulation of cellular response to hypoxia [GO:1900038]; negative regulation of vascular permeability [GO:0043116]; nitric oxide mediated signal transduction [GO:0007263]; positive regulation of angiogenesis [GO:0045766]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; regulation of nitric-oxide synthase activity [GO:0050999]; regulation of systemic arterial blood pressure [GO:0003073],NA,NA,NA
CHOYP_ABCB6.3.3.m.53101,0.00238555285833955,-0.00064464451850647,No,NA,NA,Q08D64,NA,NA,NA,endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity; coupled to transmembrane movement of substances [GO:0042626],NA,NA,NA
CHOYP_ABCE1.1.2.m.7437,0.00183374048217923,-0.00419319379620473,No,NA,NA,P61222,NA,NA,NA,cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; endoribonuclease inhibitor activity [GO:0060698]; iron ion binding [GO:0005506]; ribosomal small subunit binding [GO:0043024]; negative regulation of endoribonuclease activity [GO:0060702]; ribosomal subunit export from nucleus [GO:0000054]; translational initiation [GO:0006413]; translational termination [GO:0006415],NA,NA,NA
CHOYP_ABCE1.2.2.m.42246,-0.00487217261387878,-0.00186581432117811,No,NA,NA,P61222,NA,NA,NA,cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; endoribonuclease inhibitor activity [GO:0060698]; iron ion binding [GO:0005506]; ribosomal small subunit binding [GO:0043024]; negative regulation of endoribonuclease activity [GO:0060702]; ribosomal subunit export from nucleus [GO:0000054]; translational initiation [GO:0006413]; translational termination [GO:0006415],NA,NA,NA
CHOYP_ABCF2.1.2.m.28360,-0.00561419490753224,0.00707373555186731,No,NA,NA,Q99LE6,NA,NA,NA,mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATPase activity [GO:0016887],NA,NA,NA
CHOYP_ABCF2.1.2.m.28362,2.92083440666224e-05,0.00475066964190231,No,NA,NA,P79781,NA,NA,NA,cytoplasm [GO:0005737]; cytosolic small ribosomal subunit [GO:0022627]; myelin sheath [GO:0043209]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; protein tag [GO:0031386]; structural constituent of ribosome [GO:0003735]; ubiquitin protein ligase binding [GO:0031625]; DNA repair [GO:0006281]; modification-dependent protein catabolic process [GO:0019941]; protein ubiquitination [GO:0016567]; translation [GO:0006412],NA,NA,NA
CHOYP_ABCG8.1.1.m.3707,0.00334236979211298,0.00394725274040513,No,NA,NA,Q9H222,NA,NA,NA,apical plasma membrane [GO:0016324]; ATP-binding cassette (ABC) transporter complex [GO:0043190]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; ATPase activity; coupled to transmembrane movement of substances [GO:0042626]; cholesterol transporter activity [GO:0017127]; metal ion binding [GO:0046872]; protein heterodimerization activity [GO:0046982]; cholesterol efflux [GO:0033344]; cholesterol homeostasis [GO:0042632]; excretion [GO:0007588]; intestinal cholesterol absorption [GO:0030299]; negative regulation of intestinal cholesterol absorption [GO:0045796]; negative regulation of intestinal phytosterol absorption [GO:0010949]; response to drug [GO:0042493]; response to ionizing radiation [GO:0010212]; response to nutrient [GO:0007584]; transmembrane transport [GO:0055085],NA,NA,NA
CHOYP_ABHD2.2.2.m.32276,-0.00162832950888015,0.00118701337487143,No,NA,NA,Q9QXM0,NA,NA,NA,acrosomal membrane [GO:0002080]; acrosomal vesicle [GO:0001669]; integral component of membrane [GO:0016021]; sperm flagellum [GO:0036126]; sperm plasma membrane [GO:0097524]; acylglycerol lipase activity [GO:0047372]; hormone binding [GO:0042562]; lipase activity [GO:0016298]; short-chain carboxylesterase activity [GO:0034338]; steroid hormone receptor activity [GO:0003707]; acrosome reaction [GO:0007340]; acylglycerol catabolic process [GO:0046464]; cellular lipid metabolic process [GO:0044255]; medium-chain fatty acid biosynthetic process [GO:0051792]; medium-chain fatty acid catabolic process [GO:0051793]; negative regulation of cell migration [GO:0030336]; response to progesterone [GO:0032570]; response to wounding [GO:0009611]; sperm capacitation [GO:0048240]; steroid hormone mediated signaling pathway [GO:0043401],NA,NA,NA
CHOYP_ABI2.2.2.m.65629,-0.00206176587543418,-0.00361622517813794,No,NA,NA,Q9QZM5,NA,NA,NA,cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; filopodium [GO:0030175]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; protein tyrosine kinase activator activity [GO:0030296]; SH3 domain binding [GO:0017124]; transcription factor binding [GO:0008134]; actin polymerization or depolymerization [GO:0008154]; postsynapse to nucleus signaling pathway [GO:0099527],NA,NA,NA
CHOYP_ABL1.1.1.m.55647,0.00231082719148131,-0.0137004347886949,No,NA,NA,P00522,NA,NA,NA,adherens junction [GO:0005912]; apical cortex [GO:0045179]; axon [GO:0030424]; cell cortex [GO:0005938]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of plasma membrane [GO:0019897]; muscle tendon junction [GO:0005927]; ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein tyrosine kinase activity [GO:0004713]; axis elongation [GO:0003401]; axon guidance [GO:0007411]; axon midline choice point recognition [GO:0016199]; axonogenesis [GO:0007409]; branchiomotor neuron axon guidance [GO:0021785]; cell differentiation [GO:0030154]; central nervous system development [GO:0007417]; chemical synaptic transmission [GO:0007268]; compound eye development [GO:0048749]; cytoplasmic transport; nurse cell to oocyte [GO:0007303]; dendrite morphogenesis [GO:0048813]; dorsal closure [GO:0007391]; epithelial cell morphogenesis [GO:0003382]; learning or memory [GO:0007611]; morphogenesis of an epithelium [GO:0002009]; motor neuron axon guidance [GO:0008045]; negative regulation of neuron projection development [GO:0010977]; negative regulation of synaptic growth at neuromuscular junction [GO:0045886]; neuron migration [GO:0001764]; peptidyl-tyrosine autophosphorylation [GO:0038083]; peptidyl-tyrosine phosphorylation [GO:0018108]; photoreceptor cell axon guidance [GO:0072499]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of protein export from nucleus [GO:0046827]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of actin polymerization or depolymerization [GO:0008064]; regulation of cell proliferation [GO:0042127]; regulation of cell shape [GO:0008360]; regulation of protein localization [GO:0032880]; regulation of protein stability [GO:0031647]; ventral cord development [GO:0007419]; ventral furrow formation [GO:0007370],NA,NA,NA
